DHSCLUST,Wealth Index,DHSID,longitude,latitude
1044,-93431.47059,PH201700001044,122.975084,7.640207975
1045,21841.67857,PH201700001045,122.5682408,7.767498372
1046,-102004.4348,PH201700001046,122.644768,7.803767894
1047,-88874.77273,PH201700001047,122.4185193,7.690191318
1048,-12183.3,PH201700001048,122.9453842,7.654307883
1049,-40901.58333,PH201700001049,122.9925465,7.784123945
1050,-63385.63158,PH201700001050,122.8419042,7.537433961
1051,67669.53846,PH201700001051,125.1347152,8.157521794
1052,-58505.05263,PH201700001052,125.3117096,8.103612425
1053,-82835.17391,PH201700001053,125.0195588,8.114030657
1054,8576.75,PH201700001054,125.0869282,7.783089079
1055,-37939.6087,PH201700001055,124.9979275,7.571678772
1056,-69504.90476,PH201700001056,124.8935065,7.537625827
1057,45591.33333,PH201700001057,124.8017891,8.358799972
1058,-64642.29167,PH201700001058,124.7723171,8.286680714
1059,-85615.54545,PH201700001059,124.904513,8.286974892
1060,82725.75,PH201700001060,125.0812184,7.898787014
1061,-32649.63636,PH201700001061,125.1280696,7.627939775
1062,-66383.5,PH201700001062,124.9560508,7.611065957
1063,59033.7,PH201700001063,124.2734864,8.246866253
1064,170304.8824,PH201700001064,124.2433764,8.239211177
1065,85595.6,PH201700001065,124.2667357,8.255820726
1066,-132589.4375,PH201700001066,124.4000156,8.31315823
1067,64936.26316,PH201700001067,124.1920821,8.198156782
1068,34247.36842,PH201700001068,124.1858245,8.192387078
1069,23330.13636,PH201700001069,124.2434207,8.213182223
1070,-61411.52632,PH201700001070,124.2535857,8.203554761
1071,7300.045455,PH201700001071,124.0239078,8.190815876
1072,-119317.9143,PH201700001072,124.2382444,8.129312499
1073,-109194.9524,PH201700001073,124.3170209,8.123137855
1074,2215.666667,PH201700001074,123.7494754,7.978805254
1075,-82379.5,PH201700001075,123.852353,7.995299778
1076,8956.681818,PH201700001076,123.6961688,7.956497086
1077,-32854.82609,PH201700001077,124.0840855,8.190652065
1078,-95630.47368,PH201700001078,124.2164302,8.133280242
1079,-138044.9286,PH201700001079,123.9731758,8.018307174
1080,15466.25,PH201700001080,123.8377567,7.904137226
1081,-28988.43478,PH201700001081,123.7045976,7.816185409
1082,-107300.6522,PH201700001082,123.8373198,7.896733162
1083,-26607.7619,PH201700001083,123.8414457,8.335271815
1084,-44540.95833,PH201700001084,123.7684719,8.437287105
1085,-69083.09091,PH201700001085,123.590867,8.580083561
1086,35600.7619,PH201700001086,123.8171855,8.154066713
1087,14771.8,PH201700001087,123.7192207,8.062322384
1088,-103728.3333,PH201700001088,123.6220438,8.074893413
1089,-29340.86364,PH201700001089,123.6175887,8.554307011
1090,-46819.54545,PH201700001090,123.8131169,8.360856076
1091,-85580.75,PH201700001091,123.7294414,8.519684765
1092,36834.375,PH201700001092,123.8279729,8.158594223
1093,-39226.23077,PH201700001093,123.8357827,8.17422972
1094,-139680.3043,PH201700001094,123.7325077,8.227545222
1095,102534.3158,PH201700001095,124.760883,8.505977194
1096,31280.30769,PH201700001096,124.6333888,8.460382664
1097,17399.27778,PH201700001097,124.7091689,8.474392709
1098,-23847.15789,PH201700001098,124.7702933,8.483338439
1099,20396.78261,PH201700001099,124.6543532,8.501321258
1100,-8106.125,PH201700001100,124.6594988,8.495188142
1101,22054.95238,PH201700001101,124.6040225,8.475241928
1102,-29551,PH201700001102,124.6598697,8.50063163
1103,-48974.91667,PH201700001103,124.8166744,8.758634168
1104,-19215.61538,PH201700001104,124.792436,8.780469513
1105,-90588.88,PH201700001105,125.0648083,8.748689094
1106,-62848,PH201700001106,124.7602974,8.650518222
1107,-20320.03846,PH201700001107,124.7829544,8.571439418
1108,-24542.34615,PH201700001108,124.5335974,8.498846193
1109,-10018.52381,PH201700001109,124.8101373,8.939392915
1110,-59301.08696,PH201700001110,125.1418538,8.806473947
1111,-86380.45833,PH201700001111,125.1595847,8.77124885
1112,33811.51852,PH201700001112,124.7590749,8.553525599
1113,-19270.88,PH201700001113,124.4552231,8.583593694
1114,-46219.53571,PH201700001114,124.4735092,8.610280345
1115,-19631.68,PH201700001115,124.670461,9.233702195
1116,-37989.95833,PH201700001116,124.7504724,9.175986184
1117,-37406.56522,PH201700001117,124.7914206,9.113290503
1118,50603.38462,PH201700001118,124.71045,9.249413995
1119,-10655.65217,PH201700001119,124.6726337,9.235818754
1120,-16091.47826,PH201700001120,124.720574,9.109898282
1121,18313.6,PH201700001121,124.6441409,9.235867272
1122,-38709.04167,PH201700001122,124.6663186,9.179848514
1123,-24528.69565,PH201700001123,124.7360809,9.119704245
1124,1602.166667,PH201700001124,124.6817188,9.22347798
1125,-2267.583333,PH201700001125,124.6748041,9.12641818
1126,-69825.7619,PH201700001126,124.6928758,9.156728003
1127,-32799.4,PH201700001127,126.1009974,7.572155788
1128,-82004.54167,PH201700001128,125.7889174,7.845526433
1129,-69626.07692,PH201700001129,125.7243583,7.941829073
1130,-28242.69231,PH201700001130,125.9105774,7.105598762
1131,-155112.9565,PH201700001131,125.9185693,7.20738091
1132,-43448.47619,PH201700001132,125.9258795,7.106374459
1133,-77100.07692,PH201700001133,126.0951868,7.508986015
1134,-31305.52941,PH201700001134,126.0502302,7.71657565
1135,-98496.08333,PH201700001135,125.8591109,7.794955184
1136,-28792.25,PH201700001136,126.046585,7.542829606
1137,-64644.11111,PH201700001137,126.1298702,7.320147991
1138,-81156.55556,PH201700001138,125.9388143,7.329969713
1139,66267.33333,PH201700001139,125.8038103,7.475713302
1140,-13420.47826,PH201700001140,125.647477,7.594178229
1141,-33922.4,PH201700001141,125.7362411,7.672427802
1142,43947.17857,PH201700001142,125.7684049,7.449077285
1143,28274.79167,PH201700001143,125.8058182,7.430804388
1144,-67064,PH201700001144,125.7114188,6.916375091
1145,88773.56522,PH201700001145,125.7954236,7.45780932
1146,-42615.77778,PH201700001146,125.7129832,7.471728035
1147,888.3636364,PH201700001147,125.6792006,7.466658658
1148,144258.0833,PH201700001148,125.8118157,7.434030259
1149,52217.08,PH201700001149,125.710162,7.35242312
1150,-1655.75,PH201700001150,125.6910325,7.351664378
1151,38937.82143,PH201700001151,125.6187551,7.100248799
1152,-17289.80952,PH201700001152,125.6507548,7.123669585
1153,-8910.611111,PH201700001153,125.4331428,7.19799327
1154,-67214.6,PH201700001154,125.30253,7.283084184
1155,42229.4,PH201700001155,125.5852003,7.055474349
1156,-21785.88636,PH201700001156,125.6043944,7.067839373
1157,-4416.193548,PH201700001157,125.614511,7.063979122
1158,-61491.84211,PH201700001158,125.415988,6.958486772
1159,13405.37037,PH201700001159,125.3706307,6.759835831
1160,4270.636364,PH201700001160,125.2486904,6.794618196
1161,-39778.22222,PH201700001161,125.2560701,6.805049435
1162,27537.25,PH201700001162,125.3015977,6.685066618
1163,-33162.04,PH201700001163,125.2535149,6.725639831
1164,-92267.64,PH201700001164,125.2176396,6.622672441
1165,4704.444444,PH201700001165,125.3715089,6.758956986
1166,-85025.34783,PH201700001166,125.4420981,6.909037906
1167,-68687.2,PH201700001167,125.3143022,6.825235834
1168,2816.04,PH201700001168,125.2184667,6.631404476
1169,-23944.26087,PH201700001169,125.245754,6.668311872
1170,-45738.73913,PH201700001170,125.2246114,6.594535334
1171,32982.51852,PH201700001171,125.60655,6.407900495
1172,-62598.36364,PH201700001172,125.5590969,6.440193891
1173,-130505.88,PH201700001173,125.5389384,6.348910373
1174,-111779.2917,PH201700001174,125.5803648,6.301033031
1175,-140963.0769,PH201700001175,125.6744676,6.09300372
1176,-118631.92,PH201700001176,125.510183,5.770200136
1177,-1750.375,PH201700001177,125.6150206,6.398041938
1178,-126975.2727,PH201700001178,125.6138476,6.287564748
1179,-145935.125,PH201700001179,125.4875135,6.393525238
1180,-129154.3704,PH201700001180,125.3916507,5.434064459
1181,-143537.84,PH201700001181,125.6702201,6.103271057
1182,-183334.5652,PH201700001182,125.6446073,5.979381571
1183,-23747.04348,PH201700001183,126.0325028,6.961371049
1184,-97337.55556,PH201700001184,126.4594746,7.312165528
1185,-59694.05263,PH201700001185,126.544872,7.225380902
1186,94910.38095,PH201700001186,126.2020314,6.96184625
1187,-35721.09091,PH201700001187,126.228201,6.947346996
1188,-69828.82609,PH201700001188,126.0898314,6.54050257
1189,-123721.7143,PH201700001189,126.4275394,7.78348124
1190,-21882.75,PH201700001190,126.5716896,7.568784157
1191,-79011.33333,PH201700001191,126.4916807,7.235901289
1192,-37580.38095,PH201700001192,126.2081587,6.962434161
1193,-84318.73077,PH201700001193,126.4427806,7.017314811
1194,-100142.6667,PH201700001194,126.2835471,7.017930153
1195,9075.8,PH201700001195,124.853319,7.162864613
1196,-89517.04545,PH201700001196,124.8586157,7.05740226
1197,-177150.1154,PH201700001197,0,0
1198,60692.33333,PH201700001198,125.0825939,7.024369545
1199,-71778.28571,PH201700001199,124.9015466,6.775397832
1200,-75336.91304,PH201700001200,125.0561461,7.224874906
1201,27104,PH201700001201,124.5729325,7.230433257
1202,-99916.09091,PH201700001202,124.4940433,7.308177076
1203,-93246.52,PH201700001203,124.7488554,7.301156326
1204,-1473.894737,PH201700001204,124.9221184,6.895282187
1205,-16486.08333,PH201700001205,125.1500379,7.025895549
1206,-72992.89474,PH201700001206,124.9664647,6.987793255
1207,-113691.0556,PH201700001207,125.2909952,5.871313453
1208,4838.304348,PH201700001208,125.2816107,6.094983326
1209,-150661.75,PH201700001209,0,0
1210,28526.75,PH201700001210,124.4855635,6.069236909
1211,-70240.80952,PH201700001211,124.8084104,5.917050354
1212,-33382.7619,PH201700001212,125.3166824,5.667502862
1213,-33189.54167,PH201700001213,0,0
1214,-75475.63636,PH201700001214,125.2888889,6.295555323
1215,-162025.2857,PH201700001215,0,0
1216,-34318.56522,PH201700001216,124.6055873,6.054463679
1217,33690.72,PH201700001217,125.2048959,5.799322224
1218,-115057.7083,PH201700001218,124.5274697,6.09461289
1219,149620.7857,PH201700001219,125.118978,6.13877574
1220,19548.63158,PH201700001220,125.2229249,6.117777547
1221,5544.217391,PH201700001221,125.1615466,6.109690883
1222,-30268.05556,PH201700001222,125.1627203,6.105227899
1223,-15519.44444,PH201700001223,125.1305629,6.051468177
1224,46526.27778,PH201700001224,125.143097,6.090891606
1225,-16542.89474,PH201700001225,125.1431197,6.077918026
1226,494.8,PH201700001226,125.1496417,6.062303625
1227,46.65384615,PH201700001227,124.9326007,6.48704666
1228,20220.44,PH201700001228,124.7548916,6.562761982
1229,-9967.904762,PH201700001229,124.6532725,6.524216131
1230,-4982.863636,PH201700001230,124.9294225,6.333842497
1231,-18439.5,PH201700001231,124.9437149,6.455321678
1232,-126462.1364,PH201700001232,124.8958985,6.243727868
1233,90693.78261,PH201700001233,124.8374803,6.49922078
1234,-1820.153846,PH201700001234,124.9192858,6.527264474
1235,-108974.8421,PH201700001235,124.848013,6.287429361
1236,-78421.34783,PH201700001236,124.7561969,6.570550968
1237,-79755,PH201700001237,124.916697,6.281467906
1238,-61813.2,PH201700001238,124.9882645,6.373053594
1239,-11778.09091,PH201700001239,124.6391041,6.662133675
1240,65631.08696,PH201700001240,124.6713137,6.66610887
1241,49715.52,PH201700001241,124.5985738,6.611829821
1242,-53535.08,PH201700001242,124.2582135,6.215019806
1243,-61428.34783,PH201700001243,124.0599867,6.587188725
1244,-102709.625,PH201700001244,124.2719561,6.437929518
1245,10443.73913,PH201700001245,124.5502553,6.720661292
1246,-45677.12,PH201700001246,124.5523076,6.730435552
1247,-135111.92,PH201700001247,124.9467399,6.766545097
1248,-14459.16667,PH201700001248,124.5963877,6.643205854
1249,-51500.27273,PH201700001249,124.6196499,6.444718563
1250,-101887.88,PH201700001250,124.1735711,6.631737445
