DHSCLUST,Wealth Index,DHSID,longitude,latitude
523,67175.04,PH201700000523,120.9095494,14.85988499
524,45351.33333,PH201700000524,120.9278713,14.89156662
525,36235.56522,PH201700000525,121.0268275,15.23147469
526,69420.33333,PH201700000526,120.9345718,14.95395087
527,112341.52,PH201700000527,120.7830085,14.91935646
528,110569.2632,PH201700000528,120.9348728,14.70122725
529,28514.82609,PH201700000529,120.7218378,14.81107246
530,-445.3461538,PH201700000530,120.8953858,15.73042801
531,50729.82609,PH201700000531,120.9023313,15.60257298
532,-1609.666667,PH201700000532,121.2451837,15.63502723
533,44979.26087,PH201700000533,120.8869807,15.30076292
534,4656.88,PH201700000534,120.8629811,15.27381569
535,42150.17391,PH201700000535,120.9789722,15.34175926
536,61245.36,PH201700000536,120.993474,15.77893897
537,47302.85,PH201700000537,120.6545669,15.76986487
538,-4086.181818,PH201700000538,121.0488015,16.01032382
539,78126.08333,PH201700000539,121.0265913,15.47433965
540,36618.04545,PH201700000540,121.0858915,15.59799519
541,31779.11538,PH201700000541,121.0662952,15.32068453
542,105020.5333,PH201700000542,120.601519,15.13503035
543,114099,PH201700000543,120.6334211,15.16149754
544,103560.3636,PH201700000544,120.5669777,15.17087517
545,77106.05882,PH201700000545,120.5907217,15.15568978
546,142817.5882,PH201700000546,120.6042042,15.1444929
547,79494.63636,PH201700000547,120.6133664,15.12407467
548,-21200.5,PH201700000548,120.509985,15.16609916
549,104674.7333,PH201700000549,120.5548362,15.15154506
550,85626.59091,PH201700000550,120.6678457,15.24014018
551,100389.2,PH201700000551,120.6690445,15.12535907
552,87532.57143,PH201700000552,120.6298031,15.22401613
553,140926.0714,PH201700000553,120.6383587,15.11598393
554,99830.31818,PH201700000554,120.7447935,14.94258047
555,98080.69565,PH201700000555,120.7566795,14.95226193
556,51210.72,PH201700000556,120.6813874,15.13017006
557,76829.31818,PH201700000557,120.7201833,15.06101157
558,62348.92,PH201700000558,120.6903189,15.02294351
559,103152.2174,PH201700000559,120.6530398,14.96561911
560,64469.14286,PH201700000560,120.7792935,14.96760191
561,73636.37037,PH201700000561,120.7155624,15.02121319
562,10304.28571,PH201700000562,120.5954504,15.78504348
563,37020.45833,PH201700000563,120.4634897,15.72224585
564,2362.0625,PH201700000564,120.3316647,15.6978216
565,65355.84,PH201700000565,120.6137923,15.46213167
566,131027.625,PH201700000566,120.5869099,15.48391843
567,79362.79167,PH201700000567,120.5236149,15.25960861
568,16500.61905,PH201700000568,120.5789089,15.62678345
569,-20386.45833,PH201700000569,120.5553167,15.68607569
570,18886.07143,PH201700000570,120.6634521,15.57335691
571,114547.0588,PH201700000571,120.5997652,15.42327578
572,100134.6957,PH201700000572,120.6663323,15.42613775
573,2872.695652,PH201700000573,120.6057804,15.48137847
574,123464.7857,PH201700000574,120.2943847,14.85629743
575,75262.68421,PH201700000575,120.3003137,14.84742098
576,70408.66667,PH201700000576,120.302142,14.84416003
577,32883.68421,PH201700000577,120.3039961,14.84292629
578,51007.35294,PH201700000578,120.3185993,14.83737381
579,89610.70588,PH201700000579,120.267952,14.84203507
580,85978.68421,PH201700000580,120.2895059,14.84292497
581,124118.0625,PH201700000581,120.2727513,14.84094103
582,46768.90909,PH201700000582,120.0480688,15.13091906
583,18866.85185,PH201700000583,119.9355071,15.58499871
584,-42270.20833,PH201700000584,120.0686774,15.15682876
585,85471.16667,PH201700000585,120.1032103,15.0629501
586,50473.04348,PH201700000586,120.2019147,14.90821151
587,-9905.05,PH201700000587,120.2258235,14.97210604
588,121717.0909,PH201700000588,120.0359856,15.16296638
589,27311.52632,PH201700000589,119.953812,15.48632647
590,22828.17391,PH201700000590,119.9577916,15.52590588
591,-111458.125,PH201700000591,120.2257147,15.16240153
592,93283.26087,PH201700000592,120.2397902,14.91372435
593,36633.52,PH201700000593,120.1954083,14.94448139
594,66691.5,PH201700000594,0,0
595,58572.55556,PH201700000595,0,0
596,-22363.41667,PH201700000596,0,0
597,59350.61538,PH201700000597,0,0
598,68498.7619,PH201700000598,0,0
599,81404.04167,PH201700000599,0,0
600,22772.16667,PH201700000600,0,0
601,96105.33333,PH201700000601,0,0
602,-992.9130435,PH201700000602,0,0
603,98097,PH201700000603,0,0
604,67315.20833,PH201700000604,0,0
605,-21830.22727,PH201700000605,0,0
606,122389.0526,PH201700000606,120.9222508,14.43382845
607,124552.6957,PH201700000607,120.919666,14.40790733
608,36548,PH201700000608,120.8438018,14.41228138
609,79346.04,PH201700000609,121.0011817,14.28833393
610,57356.8,PH201700000610,120.8641825,14.20206329
611,48106.28571,PH201700000611,120.7952714,14.27909187
612,155621.0526,PH201700000612,120.9454582,14.31031659
613,135402.3,PH201700000613,120.9301638,14.40867474
614,132138.3,PH201700000614,120.9225637,14.38325798
615,29659.08696,PH201700000615,120.8739231,14.3926823
616,54849.375,PH201700000616,120.8573282,14.39019979
617,29748.94737,PH201700000617,120.9335036,14.09029317
618,44493.84615,PH201700000618,121.3249598,14.12523349
619,73105.46154,PH201700000619,121.2271469,14.20456578
620,6752,PH201700000620,121.2537534,14.15102219
621,39662.16,PH201700000621,121.0659762,14.26138378
622,95893.23077,PH201700000622,121.1305125,14.27322345
623,28019.28,PH201700000623,121.0976585,14.2891464
624,60897.10345,PH201700000624,121.422095,14.46538423
625,19984.30769,PH201700000625,121.3364942,14.08518072
626,108631.4231,PH201700000626,121.0831195,14.20071014
627,100968.64,PH201700000627,121.1462332,14.24738354
628,-3059.52,PH201700000628,121.0524386,14.33058205
629,53860.07692,PH201700000629,121.2005532,14.17889248
630,2267.863636,PH201700000630,121.6190119,13.9608601
631,84127.41176,PH201700000631,121.5967157,13.9361335
632,39495.9,PH201700000632,121.6093618,13.92488922
633,30832.11765,PH201700000633,121.5725898,13.94788124
634,-40418.6,PH201700000634,121.5879107,13.90380365
635,123510.9091,PH201700000635,121.4290697,13.93499477
636,41543.8,PH201700000636,121.3576753,13.94886929
637,-78974.25,PH201700000637,121.9388083,13.9570836
638,38307,PH201700000638,122.2838079,13.95125462
639,-13598.42105,PH201700000639,121.9239489,13.86009994
640,-27074.05263,PH201700000640,122.5163097,14.01948538
641,75219.82609,PH201700000641,121.6518342,14.14850278
642,-16319.96,PH201700000642,121.5230027,13.96380617
643,-4076.454545,PH201700000643,121.3208624,13.87906896
644,-45371.09091,PH201700000644,122.4346904,14.02915353
645,-53987.68182,PH201700000645,122.6197172,14.00823576
646,-84830.04545,PH201700000646,122.4814643,13.6360349
647,85827.38462,PH201700000647,121.1424834,14.71216059
648,50966.19231,PH201700000648,121.1368815,14.75081436
649,74390.96154,PH201700000649,121.1514217,14.64143448
650,94702.8,PH201700000650,121.2772085,14.50290074
651,83350.83333,PH201700000651,121.2101842,14.47379962
652,61643.91667,PH201700000652,121.122779,14.54738403
653,62594.80769,PH201700000653,121.126348,14.56594205
654,180158.35,PH201700000654,121.1679388,14.74457523
655,67563.19231,PH201700000655,121.1674581,14.62718586
656,49459.38462,PH201700000656,121.2394933,14.51401271
657,-2495.12,PH201700000657,121.1486495,14.58210637
658,91203.68182,PH201700000658,121.1367919,14.55277897
659,104704.5556,PH201700000659,122.0340716,13.47219201
660,-514.7916667,PH201700000660,121.858362,13.44571661
661,1959.04,PH201700000661,122.1313694,13.53069764
662,18680.43478,PH201700000662,121.8409166,13.43476223
663,-32068.54545,PH201700000663,121.9835389,13.26344577
664,18689.56522,PH201700000664,122.0535393,13.33579104
665,75710.19048,PH201700000665,121.8381706,13.46839018
666,-18297.75,PH201700000666,121.8809747,13.52973788
667,-3867.227273,PH201700000667,121.9372008,13.48666661
668,75165.91304,PH201700000668,121.8215566,13.44685669
669,9491.823529,PH201700000669,121.9621875,13.24218617
670,-17527.73913,PH201700000670,122.123075,13.36089126
671,37294.9,PH201700000671,120.595283,13.23016266
672,-74636.04762,PH201700000672,120.653445,13.21961024
673,-36011.125,PH201700000673,120.8062739,13.01937733
674,22624.86957,PH201700000674,121.0685333,12.37647441
675,-6540,PH201700000675,121.0314348,12.38276944
676,-51691.33333,PH201700000676,121.1242588,12.28543999
677,-21793.5,PH201700000677,120.8163931,12.86274779
678,8735.590909,PH201700000678,120.8542963,12.72152777
679,-76072.0625,PH201700000679,120.9093695,12.94552149
680,-66426.09524,PH201700000680,120.9549448,12.50872657
681,-58264.17391,PH201700000681,121.0048019,12.42939936
682,-168131,PH201700000682,121.248202,12.37695014
683,36101.88462,PH201700000683,121.2112163,13.40686316
684,14684.3913,PH201700000684,121.2582098,13.25477511
685,27825.81818,PH201700000685,121.177303,13.41456827
686,-20671.91304,PH201700000686,121.4865395,12.96005823
687,-16658.46154,PH201700000687,121.5158732,12.59224811
688,-42154.40909,PH201700000688,121.4661176,12.87492365
689,70717.86957,PH201700000689,121.2537091,13.14058449
690,-3298.444444,PH201700000690,121.0010754,13.42375448
691,83983.28571,PH201700000691,121.1624055,13.40594776
692,54882.18182,PH201700000692,121.4853541,12.73276589
693,-1231.5,PH201700000693,121.4944283,12.58755935
694,-62951.73333,PH201700000694,121.544482,12.60822436
695,-11944,PH201700000695,118.7288961,9.794711695
696,70876.33333,PH201700000696,118.7408149,9.781820703
697,23508.4,PH201700000697,118.7181869,9.781500406
698,-29987.9375,PH201700000698,118.7739123,9.998955928
699,121195.9412,PH201700000699,118.7646557,9.74065024
700,76570.84211,PH201700000700,118.7565495,9.737632493
701,7417.769231,PH201700000701,118.7526369,9.730334398
702,-48427.94118,PH201700000702,118.7327766,9.732634141
703,11391.54545,PH201700000703,119.2595941,10.53310165
704,-93587.28571,PH201700000704,119.8640725,10.49919188
705,-65852.86957,PH201700000705,119.4637999,11.1045145
706,44148.70588,PH201700000706,117.9971895,9.240690355
707,-98497.06667,PH201700000707,117.6863752,8.758012203
708,-116705.5217,PH201700000708,117.5374914,8.669914781
709,-39132.27778,PH201700000709,119.4662454,11.21468817
710,-130526.5,PH201700000710,120.2369636,11.9557805
711,-79704.25,PH201700000711,119.4117151,11.01357448
712,-114376.2,PH201700000712,117.8858391,8.874421702
713,122956.1304,PH201700000713,117.425851,8.534618052
714,-154460.3333,PH201700000714,117.930622,9.201083809
715,17910.6,PH201700000715,122.0157108,12.37546357
716,-21862.95455,PH201700000716,122.0563797,12.28576296
717,-32838.14286,PH201700000717,121.9575759,12.37869466
718,31208.82609,PH201700000718,122.6048206,12.31295037
719,-65920.95652,PH201700000719,122.5191497,12.4730116
720,-51405.69565,PH201700000720,122.5184401,12.48214837
721,104390.2609,PH201700000721,121.9471581,12.38068201
722,21862.52,PH201700000722,122.0148012,12.48041205
723,9674.043478,PH201700000723,121.948492,12.33211249
724,-66466.27273,PH201700000724,122.0820363,12.82516285
725,-48710.7037,PH201700000725,122.3089622,12.50651341
726,-59945.20833,PH201700000726,122.6418234,12.35961708
727,14376.68,PH201700000727,123.7719357,13.27363213
728,-23843.95652,PH201700000728,123.4386607,13.26170393
729,-38756.54167,PH201700000729,123.4869415,13.23687536
730,39041.30435,PH201700000730,123.7473218,13.1311121
731,-67156.16,PH201700000731,123.6905632,13.13668923
732,33822.1,PH201700000732,123.6904816,13.06549199
733,25460.58333,PH201700000733,123.7204996,13.24550725
734,16195.125,PH201700000734,123.7366891,13.33043381
735,-68971.3,PH201700000735,123.9552537,13.24440796
736,2193.583333,PH201700000736,123.5894019,13.09828986
737,-7680.25,PH201700000737,123.6573712,13.09645334
738,-84894.47826,PH201700000738,123.5682001,13.12952552
739,-59268.72727,PH201700000739,122.5722609,14.27134166
740,-44986.5,PH201700000740,122.6371617,14.17541238
741,-22596.83333,PH201700000741,122.8608849,14.14829466
742,19269.66667,PH201700000742,122.976219,14.15093834
743,15930.34783,PH201700000743,122.9296374,14.17773961
744,-21454.6,PH201700000744,123.0313164,14.09495047
745,45770.2,PH201700000745,122.6925885,14.28225156
746,3327.055556,PH201700000746,122.8224223,14.27290651
747,-63602.90909,PH201700000747,122.5280538,14.1534498
748,9113.375,PH201700000748,122.9699025,14.1025359
749,50035.12,PH201700000749,123.0015172,14.11718328
750,-56370.40909,PH201700000750,122.9780935,14.10286981
751,-35965.52381,PH201700000751,123.3217348,13.28472417
752,-45298.04167,PH201700000752,123.6956534,13.86993108
753,-91994,PH201700000753,123.5346792,13.43257328
754,21700.04,PH201700000754,123.2794244,13.51785857
755,-5312.346154,PH201700000755,123.2213079,13.72697688
756,-106969.75,PH201700000756,0,0
757,81621.13043,PH201700000757,123.4093237,13.40797106
758,20824.70833,PH201700000758,123.5401703,13.76433194
759,-48356.375,PH201700000759,123.5917447,13.51110056
760,73762.63636,PH201700000760,123.1919966,13.63523026
761,3092.2,PH201700000761,123.124511,13.65390142
762,-9804.956522,PH201700000762,123.0831664,13.57808338
763,10018.19231,PH201700000763,124.3111018,13.88125779
764,-10267.84,PH201700000764,124.3010569,13.65555829
765,-43371.95833,PH201700000765,124.4033553,13.78929947
766,103069.8261,PH201700000766,124.2342779,13.5891743
767,11536,PH201700000767,124.1617516,13.57637139
768,-11089.68182,PH201700000768,124.0652086,13.62724566
769,4529.285714,PH201700000769,124.1668808,13.98627534
770,-25065.33333,PH201700000770,124.1451733,13.73822847
771,-66828.45833,PH201700000771,124.2876832,13.87364899
772,61152.29167,PH201700000772,124.2376322,13.60704608
773,-8381.043478,PH201700000773,124.1447577,13.58016326
774,-26695.7619,PH201700000774,124.034912,13.66386472
775,-67499.88,PH201700000775,123.524532,12.41490268
776,-53291.92,PH201700000776,123.389198,12.1798601
777,-126438.6364,PH201700000777,123.2539394,12.5104421
778,-42717.16667,PH201700000778,123.6960849,12.31746097
779,-88058.4,PH201700000779,123.8355481,11.95906048
780,-153464.9091,PH201700000780,0,0
781,-72678.6,PH201700000781,123.4610789,12.50733287
782,-19383.32,PH201700000782,123.3748767,12.46475062
783,-82476.36,PH201700000783,122.9871355,13.01775929
784,-33513.22222,PH201700000784,123.8164251,12.18167523
785,-35618.64,PH201700000785,124.0261172,11.7749011
786,-101811.6667,PH201700000786,0,0
787,-19626.92,PH201700000787,124.0412118,13.03183385
788,-42518.46154,PH201700000788,123.9150124,12.99082476
789,51626.64,PH201700000789,124.0943148,12.8888773
790,-43572.28571,PH201700000790,123.9906017,12.66243782
791,-15834.36364,PH201700000791,124.0374822,12.69398888
792,-80515.32,PH201700000792,124.0281987,12.55669861
793,-19339.07692,PH201700000793,124.1339919,13.01084774
794,54565.4,PH201700000794,123.9968722,12.97045672
795,-85299.04167,PH201700000795,123.7594409,13.00631655
796,13034.16,PH201700000796,124.1438777,12.82107086
797,-57411.96154,PH201700000797,123.98404,12.75985432
798,-63833.5,PH201700000798,124.1368494,12.70266787
799,32161.48,PH201700000799,122.3121071,11.70445654
800,21639.91667,PH201700000800,122.3777909,11.6797152
801,-22799.04167,PH201700000801,121.9247169,11.83526763
802,43999.625,PH201700000802,122.3588608,11.63010368
803,31275.45833,PH201700000803,122.4659007,11.57579332
804,-106171.56,PH201700000804,122.2504079,11.52340343
805,30089.77273,PH201700000805,122.3784901,11.71772581
806,-11473.91667,PH201700000806,122.0683357,11.80189746
807,44442.625,PH201700000807,121.9317036,11.94865078
808,-35195.04348,PH201700000808,122.0474907,11.85671988
809,-22903.75,PH201700000809,122.4283342,11.57197243
810,-28960.5,PH201700000810,122.4723147,11.61624806
811,-8945.692308,PH201700000811,122.0635075,11.29954003
812,-28264.3913,PH201700000812,122.0214466,10.89111755
813,-87580.12,PH201700000813,122.0771678,11.3182895
814,21012.32,PH201700000814,121.9474348,10.46828077
815,-8139.73913,PH201700000815,121.9974172,10.80589759
816,-17455.72727,PH201700000816,122.0748527,10.80699631
817,-1967.347826,PH201700000817,122.0790934,11.06308205
818,-65506.32,PH201700000818,122.0843524,11.39483406
819,-90931.38095,PH201700000819,122.1254934,11.01246114
820,-60125,PH201700000820,121.9168909,10.45771888
821,26157.52381,PH201700000821,121.9975886,10.76839686
822,-105219.375,PH201700000822,122.1661076,10.88186782
823,-2479.5,PH201700000823,122.742864,11.58063855
824,-15361.17857,PH201700000824,122.8326649,11.43873855
825,-90105.48,PH201700000825,122.9702776,11.36089549
826,-33855.33333,PH201700000826,122.6944646,11.30780888
827,-46213,PH201700000827,122.6665995,11.47231757
828,-163161.5,PH201700000828,122.4674075,11.29364163
829,54238.14815,PH201700000829,122.7405691,11.60193087
830,4493.48,PH201700000830,122.818735,11.44695127
831,-14733.76923,PH201700000831,122.7499846,11.47469409
832,34639.72,PH201700000832,122.6669587,11.39442823
833,-81944.875,PH201700000833,0,0
834,-66521.34615,PH201700000834,122.8443981,11.1943929
835,19494.32,PH201700000835,122.6088729,10.67807591
836,-41885.68182,PH201700000836,122.6948467,10.66550829
837,-45641,PH201700000837,122.7080046,10.623162
838,32277,PH201700000838,122.5961579,10.59737829
839,-47138.08333,PH201700000839,122.6957592,10.68323844
840,-12550.30435,PH201700000840,122.6812314,10.53747202
841,-18193.77273,PH201700000841,122.6618282,10.80951704
842,-40886,PH201700000842,122.7139995,10.64926881
843,-64214.52174,PH201700000843,122.6081708,10.52462
844,49418.5,PH201700000844,122.6351103,10.66792115
845,-6838.8,PH201700000845,122.6597668,10.73861866
846,-51976.70833,PH201700000846,122.6559707,10.4828828
847,96382.42857,PH201700000847,122.5555793,10.7803053
848,-11338,PH201700000848,122.5541927,10.72243093
849,-21578.57895,PH201700000849,122.5461369,10.73544591
850,-22955.82353,PH201700000850,122.5850921,10.69943596
851,48186.88235,PH201700000851,122.5048215,10.68219072
852,69558.16667,PH201700000852,122.5566395,10.71938226
853,47391.46154,PH201700000853,122.5492093,10.71020497
854,87860.66667,PH201700000854,122.5627575,10.7070279
855,-38383.82609,PH201700000855,122.6294404,11.17793096
856,-62541.55556,PH201700000856,123.0742181,11.52059761
857,-77128.45455,PH201700000857,122.9763369,11.1709442
858,-31779.41667,PH201700000858,122.1738212,10.64492423
859,-3702.5,PH201700000859,122.4424307,10.7276619
860,-54460.90909,PH201700000860,122.3349117,10.68529363
861,27783.96,PH201700000861,122.7825845,11.02670389
862,-19326.04167,PH201700000862,122.6353495,10.91975488
863,-43085.16,PH201700000863,122.5921442,11.06843268
864,33240.5,PH201700000864,122.172226,10.62680739
865,-37311.3913,PH201700000865,122.231326,10.77694619
866,-37071.33333,PH201700000866,122.4806903,11.0485973
867,63621.31579,PH201700000867,124.2311503,9.613805268
868,5311.181818,PH201700000868,124.1420317,10.10256533
869,-25112.80952,PH201700000869,124.5008282,10.05413794
870,77531.82609,PH201700000870,123.976302,9.678484072
871,-7535.95,PH201700000871,124.0291457,9.635972166
872,-1846.363636,PH201700000872,123.81514,9.905462831
873,13765.8,PH201700000873,124.2406419,9.623877335
874,-22700.59091,PH201700000874,0,0
875,-50319.54545,PH201700000875,124.3188357,10.06748662
876,43477.30435,PH201700000876,123.7958029,9.608463461
877,8117.478261,PH201700000877,123.9837978,9.615899628
878,-28825.46154,PH201700000878,123.9950486,9.82068553
879,133020.3333,PH201700000879,123.9270302,10.39065342
880,39905.72222,PH201700000880,123.9045385,10.31581452
881,121876.0909,PH201700000881,123.8794624,10.31691752
882,11613.88235,PH201700000882,123.9068358,10.30888525
883,128141.0556,PH201700000883,123.8556816,10.28089405
884,40447.05556,PH201700000884,123.8695018,10.28369807
885,69578.25,PH201700000885,123.873351,10.28785107
886,29240.23529,PH201700000886,123.8984123,10.31068102
887,158700.375,PH201700000887,123.9962598,10.30090598
888,34775.31579,PH201700000888,123.9867439,10.30287704
889,67016.41176,PH201700000889,123.9751118,10.32403712
890,43155.05882,PH201700000890,124.0018384,10.29033426
891,-11480.875,PH201700000891,123.9745903,10.32142627
892,63436.4,PH201700000892,123.9546558,10.30720029
893,94626.73684,PH201700000893,123.9388349,10.3070701
894,-49389.6,PH201700000894,124.054939,10.27194408
895,57730.76471,PH201700000895,123.9195968,10.35317066
896,60461.84211,PH201700000896,123.9515667,10.35908388
897,-40797.19048,PH201700000897,123.9520854,10.35749366
898,12705.5,PH201700000898,123.9257359,10.37467489
899,92972.71429,PH201700000899,123.9531224,10.32755758
900,67621.35294,PH201700000900,123.9439762,10.34706733
901,45058.27778,PH201700000901,123.9336823,10.32723396
902,37168.3,PH201700000902,123.9512987,10.3331504
903,62239.33333,PH201700000903,123.9567933,10.25840198
904,20536.81818,PH201700000904,123.9592276,10.25674019
905,-61582.34783,PH201700000905,123.8663263,10.68597201
906,27080.5,PH201700000906,123.7520021,10.22058871
907,12528.90909,PH201700000907,123.6680824,10.09795438
908,-63058.68182,PH201700000908,123.5276104,10.08610971
909,16249.9,PH201700000909,123.6507996,10.38110323
910,-36808.66667,PH201700000910,123.6773561,10.43668738
911,-66413.82609,PH201700000911,123.7740511,10.53668502
912,18143.90476,PH201700000912,123.7806671,10.24361219
913,-32951.7,PH201700000913,123.6095649,10.34930518
914,-59710.40909,PH201700000914,123.6490673,10.28387301
915,-38021.70833,PH201700000915,123.5882734,9.21353087
916,24336.45455,PH201700000916,123.5033375,9.190866575
917,-32460.34783,PH201700000917,123.4652511,9.215933315
918,32430.84,PH201700000918,123.6383944,9.199052759
919,-24072.8,PH201700000919,123.6924839,9.142245421
920,-37597.9,PH201700000920,123.5151466,9.150144187
921,52024.81818,PH201700000921,123.5286195,9.223102776
922,-39262.04348,PH201700000922,123.6388219,9.175341883
923,-17381.52174,PH201700000923,123.485166,9.184651772
924,30202.33333,PH201700000924,123.6125775,9.288336088
925,-55783.45833,PH201700000925,123.5549372,9.151689871
926,-13354.5,PH201700000926,123.5511203,9.12091371
927,53763.88,PH201700000927,124.3942043,11.59365394
928,-23136.65385,PH201700000928,124.4244844,11.53266904
929,-2128.458333,PH201700000929,124.3709127,11.69172369
930,-42825.8,PH201700000930,124.3780567,11.68704142
931,-8731.875,PH201700000931,124.4721722,11.54543214
932,-12823.68,PH201700000932,124.5517035,11.51555295
933,24427.85,PH201700000933,124.3586801,11.65917616
934,-47979.48,PH201700000934,124.3702544,11.65668263
935,-17769.52632,PH201700000935,124.5318154,11.67051735
936,10950.18182,PH201700000936,124.5705397,11.47788466
937,-52081.31579,PH201700000937,124.4936058,11.48875793
938,-53265.85,PH201700000938,124.4552746,11.4992899
939,-30887.59091,PH201700000939,125.4383839,11.98251149
940,-20860.18182,PH201700000940,125.3960001,12.24779044
941,-106072.9615,PH201700000941,125.2587913,12.30566842
942,-39026.24,PH201700000942,125.7261511,11.08193671
943,-37139.54545,PH201700000943,125.4671969,11.42826472
944,-51055.6,PH201700000944,125.3748174,11.1236709
945,-82756.59091,PH201700000945,125.349077,12.24900234
946,-27114.20833,PH201700000946,125.4830136,12.10402574
947,70245.63636,PH201700000947,125.4461738,11.59165934
948,1702.954545,PH201700000948,125.6882999,11.13161788
949,10692.57143,PH201700000949,125.7315477,11.03731293
950,-96338.71429,PH201700000950,125.4418874,11.2128926
951,37739.64706,PH201700000951,124.9928256,11.22778476
952,76929.86667,PH201700000952,124.9574699,11.26191259
953,84462,PH201700000953,124.9988091,11.22980089
954,-71067,PH201700000954,125.0040574,11.23982164
955,140197.6875,PH201700000955,125.0109172,11.19691505
956,42722.21429,PH201700000956,125.0023637,11.22200672
957,219.4705882,PH201700000957,124.9959972,11.20784275
958,-10405,PH201700000958,124.9894174,11.25490149
959,-16936.26087,PH201700000959,124.7554551,11.32376412
960,-32713.58333,PH201700000960,124.4276742,10.992445
961,34855.08,PH201700000961,124.9864032,11.17811339
962,-29775.43478,PH201700000962,124.8542494,10.64358171
963,-8374.269231,PH201700000963,124.9357707,11.036223
964,-64389.08,PH201700000964,124.9882875,10.99044871
965,35539.22727,PH201700000965,124.5845418,11.01548261
966,52.60869565,PH201700000966,124.3919677,10.95060669
967,1195.791667,PH201700000967,124.7733875,11.28802581
968,15050.90909,PH201700000968,124.8851631,11.07532597
969,-60937.79167,PH201700000969,124.9526698,11.0515732
970,-444,PH201700000970,124.9816678,10.81006847
971,-65298.28,PH201700000971,125.0213888,12.49585171
972,-18630.125,PH201700000972,125.3280113,12.30923652
973,-61515.45455,PH201700000973,125.1129067,12.51459111
974,-11074.87097,PH201700000974,124.3376453,12.36164061
975,-126683.2692,PH201700000975,124.65719,12.35942374
976,-46133.21739,PH201700000976,124.3499438,12.44141762
977,-15827.42857,PH201700000977,125.0398361,12.56724824
978,-70321.19231,PH201700000978,125.1405931,12.58942771
979,-48521.5,PH201700000979,125.2538403,12.33687651
980,102735.8,PH201700000980,124.6522953,12.48450414
981,-30191.70833,PH201700000981,124.2821573,12.53873284
982,-42656.125,PH201700000982,124.4113663,12.51889322
983,45758.48,PH201700000983,124.9659792,10.37959694
984,-44626.45,PH201700000984,125.2487665,9.929494348
985,-53272.56522,PH201700000985,124.9719775,10.47900711
986,-78238.17391,PH201700000986,124.9358466,10.42143418
987,153.44,PH201700000987,124.9525675,10.10528442
988,-8364.782609,PH201700000988,124.8320169,10.20456209
989,50162.96,PH201700000989,125.1192572,10.26385158
990,1901.380952,PH201700000990,125.1275457,10.54922931
991,-16371.47619,PH201700000991,125.237044,10.26044297
992,7728.44,PH201700000992,124.9659803,10.38180841
993,-57190.47826,PH201700000993,124.8931276,10.249214
994,-43403.80769,PH201700000994,125.019089,10.05076979
995,101026.2273,PH201700000995,124.908683,11.75018857
996,-61995.75,PH201700000996,124.5246335,12.15211655
997,-58042.47826,PH201700000997,124.8533742,11.68517636
998,50119.95238,PH201700000998,125.0629317,11.28463403
999,-39330.68,PH201700000999,125.044047,11.6980717
1000,-78642.61905,PH201700001000,124.8850169,11.6796385
1001,-16307.58824,PH201700001001,124.6014654,12.09195547
1002,-77431.27273,PH201700001002,124.7245934,11.98093351
1003,-29992.375,PH201700001003,124.4443258,12.17622024
1004,-34028.80952,PH201700001004,125.0035155,11.59906195
1005,-91880.22727,PH201700001005,124.8425069,11.5284936
1006,-55683.17647,PH201700001006,125.083616,11.90303937
1007,76454.08696,PH201700001007,123.341973,8.592851077
1008,-50991.3,PH201700001008,123.295181,8.482195337
1009,-73427.625,PH201700001009,123.400063,8.720344573
1010,-21374.42105,PH201700001010,122.9951227,8.226201523
1011,-78642.64706,PH201700001011,123.0076483,8.320868778
1012,-85255.36842,PH201700001012,122.5478014,8.040577699
1013,-54103.21739,PH201700001013,123.4186938,8.481170919
1014,-82159.25,PH201700001014,123.5115092,8.62138702
1015,-145241.6818,PH201700001015,123.2429051,8.371350371
1016,-88404.59091,PH201700001016,122.7557576,8.082382804
1017,-112864.4,PH201700001017,122.1424626,7.75928432
1018,-133883.619,PH201700001018,123.1329885,8.141329979
1019,-13951.09524,PH201700001019,123.344664,8.192497902
1020,-56504.31818,PH201700001020,123.4479428,8.08580934
1021,-159180.9,PH201700001021,123.1838909,8.000816512
1022,-97218.95455,PH201700001022,123.3009397,7.468686992
1023,-132993.4,PH201700001023,122.9994022,7.850175407
1024,-138583.5789,PH201700001024,123.0331408,7.918496068
1025,29059.5,PH201700001025,123.4338872,7.831031818
1026,-13487.44,PH201700001026,123.4031997,8.10917738
1027,-38566.18182,PH201700001027,123.5433447,8.111240078
1028,151081.4706,PH201700001028,123.4512532,7.840776109
1029,-80532.22727,PH201700001029,123.1452261,7.757755414
1030,-65092.27273,PH201700001030,123.3785779,7.404185419
1031,-4401,PH201700001031,121.9726211,6.962419423
1032,-23167.46667,PH201700001032,122.0706633,6.955992994
1033,44724.5,PH201700001033,122.1801396,6.993674621
1034,-41293.95,PH201700001034,122.2469985,7.233871878
1035,120285.5,PH201700001035,122.0747314,6.934601639
1036,-44450.56,PH201700001036,122.0523482,6.917528018
1037,103289.2778,PH201700001037,122.0867491,6.928438186
1038,-53448.55556,PH201700001038,122.0965609,6.905887539
1039,-10359.40909,PH201700001039,122.4376272,7.679393506
1040,-72027.13636,PH201700001040,122.5140523,7.721411431
1041,-85496.68182,PH201700001041,122.3686738,7.500201831
1042,-55030.78947,PH201700001042,122.833004,7.308354
1043,-82997.45455,PH201700001043,122.9394603,7.642949779
